order_number,product_id,customer_id,order_date,quantity,price,shipping_date,due_date,sales_amount,store_id
SO73887,5431,22833,5/17/2023,3,850,5/19/2023,5/31/2023,2550,24
SO73888,4139,10489,6/16/2023,1,60,6/18/2023,6/30/2023,60,58
SO73889,2251,20026,6/12/2023,5,870,6/14/2023,6/26/2023,4350,77
SO73890,3074,10109,5/14/2023,2,196,5/16/2023,5/28/2023,392,96
SO73891,2138,28053,2/7/2023,5,562,2/9/2023,2/21/2023,2810,75
SO73892,2456,29674,4/28/2023,2,237,4/30/2023,5/12/2023,474,12
SO73893,5498,19567,5/7/2023,2,865,5/9/2023,5/21/2023,1730,30
SO73894,5247,32854,11/25/2023,5,929,11/27/2023,12/9/2023,4645,93
SO73895,2422,26464,12/3/2023,5,81,12/5/2023,12/17/2023,405,60
SO73896,4323,27150,11/6/2023,5,901,11/8/2023,11/20/2023,4505,70
SO73897,4553,34042,4/1/2023,1,400,4/3/2023,4/15/2023,400,95
SO73898,1030,33216,9/12/2023,2,442,9/14/2023,9/26/2023,884,84
SO73899,5408,33114,9/27/2023,1,169,9/29/2023,10/11/2023,169,39
SO73900,1055,20400,10/5/2023,3,430,10/7/2023,10/19/2023,1290,75
SO73901,2353,33104,6/19/2023,4,951,6/21/2023,7/3/2023,3804,96
SO73902,2024,23776,12/25/2023,2,755,12/27/2023,1/8/2024,1510,49
SO73903,1716,16317,5/14/2023,3,175,5/16/2023,5/28/2023,525,78
SO73904,3592,14310,12/18/2023,4,883,12/20/2023,1/1/2024,3532,39
SO73905,873,23911,7/10/2023,4,647,7/12/2023,7/24/2023,2588,69
SO73906,4996,10524,11/20/2023,3,380,11/22/2023,12/4/2023,1140,52
SO73907,4075,32622,3/21/2023,3,87,3/23/2023,4/4/2023,261,44
SO73908,4286,29418,1/6/2023,4,619,1/8/2023,1/20/2023,2476,49
SO73909,1374,23178,2/14/2023,5,189,2/16/2023,2/28/2023,945,48
SO73910,5290,25774,11/12/2023,2,752,11/14/2023,11/26/2023,1504,10
SO73911,1717,31628,10/25/2023,1,483,10/27/2023,11/8/2023,483,3
SO73912,4290,33417,4/7/2023,3,358,4/9/2023,4/21/2023,1074,4
SO73913,2922,26263,6/22/2023,3,256,6/24/2023,7/6/2023,768,73
SO73914,1624,20515,11/26/2023,5,908,11/28/2023,12/10/2023,4540,83
SO73915,3824,29932,2/15/2023,4,373,2/17/2023,3/1/2023,1492,39
SO73916,3306,20585,9/13/2023,1,488,9/15/2023,9/27/2023,488,29
SO73917,2685,20952,10/31/2023,4,474,11/2/2023,11/14/2023,1896,96
SO73918,4491,14884,11/4/2023,1,814,11/6/2023,11/18/2023,814,99
SO73919,2226,18586,6/8/2023,1,800,6/10/2023,6/22/2023,800,37
SO73920,2466,17571,10/12/2023,2,828,10/14/2023,10/26/2023,1656,33
SO73921,3942,15824,2/17/2023,4,426,2/19/2023,3/3/2023,1704,8
SO73922,4013,32919,5/4/2023,2,161,5/6/2023,5/18/2023,322,74
SO73923,1293,26783,4/12/2023,4,173,4/14/2023,4/26/2023,692,100
SO73924,685,32721,2/12/2023,3,960,2/14/2023,2/26/2023,2880,69
SO73925,3157,19547,6/20/2023,3,798,6/22/2023,7/4/2023,2394,3
SO73926,2157,27341,6/28/2023,3,21,6/30/2023,7/12/2023,63,31
SO73927,2251,31945,3/13/2023,5,702,3/15/2023,3/27/2023,3510,71
SO73928,972,17681,3/19/2023,5,90,3/21/2023,4/2/2023,450,28
SO73929,2283,13471,10/5/2023,3,698,10/7/2023,10/19/2023,2094,15
SO73930,1470,11653,5/26/2023,3,344,5/28/2023,6/9/2023,1032,24
SO73931,3603,20906,7/8/2023,3,28,7/10/2023,7/22/2023,84,39
SO73932,4244,29609,3/6/2023,1,316,3/8/2023,3/20/2023,316,15
SO73933,5243,11051,11/24/2023,3,415,11/26/2023,12/8/2023,1245,19
SO73934,2963,34231,9/3/2023,2,386,9/5/2023,9/17/2023,772,86
SO73935,1844,30152,1/15/2023,2,401,1/17/2023,1/29/2023,802,86
SO73936,5461,12060,10/7/2023,4,103,10/9/2023,10/21/2023,412,24
SO73937,3095,23411,4/28/2023,4,65,4/30/2023,5/12/2023,260,96
SO73938,5146,34607,1/20/2023,5,396,1/22/2023,2/3/2023,1980,9
SO73939,4536,34701,3/6/2023,4,816,3/8/2023,3/20/2023,3264,4
SO73940,4677,32409,12/28/2023,3,653,12/30/2023,1/11/2024,1959,12
SO73941,5262,19798,6/27/2023,1,318,6/29/2023,7/11/2023,318,13
SO73942,2727,17484,6/4/2023,4,784,6/6/2023,6/18/2023,3136,11
SO73943,4466,27301,2/16/2023,4,335,2/18/2023,3/2/2023,1340,66
SO73944,997,23415,10/20/2023,2,328,10/22/2023,11/3/2023,656,28
SO73945,1440,19369,8/9/2023,5,384,8/11/2023,8/23/2023,1920,57
SO73946,4466,23809,6/27/2023,4,845,6/29/2023,7/11/2023,3380,20
SO73947,824,11105,7/6/2023,4,740,7/8/2023,7/20/2023,2960,48
SO73948,3382,14161,1/15/2023,5,196,1/17/2023,1/29/2023,980,92
SO73949,713,23095,9/15/2023,4,924,9/17/2023,9/29/2023,3696,41
SO73950,502,32068,11/7/2023,4,329,11/9/2023,11/21/2023,1316,51
SO73951,2591,25665,12/28/2023,1,243,12/30/2023,1/11/2024,243,35
SO73952,3419,11903,2/12/2023,4,119,2/14/2023,2/26/2023,476,45
SO73953,1620,32516,11/23/2023,4,570,11/25/2023,12/7/2023,2280,56
SO73954,4715,27766,12/10/2023,4,660,12/12/2023,12/24/2023,2640,49
SO73955,1949,30915,4/2/2023,3,49,4/4/2023,4/16/2023,147,50
SO73956,4136,13249,2/6/2023,2,979,2/8/2023,2/20/2023,1958,68
SO73957,1911,14088,11/7/2023,4,589,11/9/2023,11/21/2023,2356,31
SO73958,4950,21261,1/21/2023,1,874,1/23/2023,2/4/2023,874,12
SO73959,3128,23544,10/2/2023,1,658,10/4/2023,10/16/2023,658,20
SO73960,1702,17919,1/18/2023,1,882,1/20/2023,2/1/2023,882,83
SO73961,5466,14309,1/8/2023,2,202,1/10/2023,1/22/2023,404,48
SO73962,2652,19252,12/27/2023,3,575,12/29/2023,1/10/2024,1725,14
SO73963,2152,11894,7/31/2023,3,265,8/2/2023,8/14/2023,795,45
SO73964,4351,15799,3/1/2023,3,667,3/3/2023,3/15/2023,2001,87
SO73965,3111,12440,1/17/2023,2,617,1/19/2023,1/31/2023,1234,20
SO73966,726,31472,4/17/2023,1,319,4/19/2023,5/1/2023,319,25
SO73967,1131,11517,1/8/2023,2,580,1/10/2023,1/22/2023,1160,39
SO73968,2915,22702,4/5/2023,3,266,4/7/2023,4/19/2023,798,94
SO73969,4763,25923,7/5/2023,1,70,7/7/2023,7/19/2023,70,47
SO73970,5097,30794,12/22/2023,1,287,12/24/2023,1/5/2024,287,64
SO73971,2543,29995,1/13/2023,4,250,1/15/2023,1/27/2023,1000,4
SO73972,1920,20861,2/24/2023,5,251,2/26/2023,3/10/2023,1255,75
SO73973,3422,11882,10/5/2023,5,479,10/7/2023,10/19/2023,2395,42
SO73974,1683,33751,8/14/2023,5,864,8/16/2023,8/28/2023,4320,68
SO73975,1167,27901,3/16/2023,1,332,3/18/2023,3/30/2023,332,57
SO73976,3475,16172,1/16/2023,5,41,1/18/2023,1/30/2023,205,73
SO73977,2091,17814,3/16/2023,3,589,3/18/2023,3/30/2023,1767,24
SO73978,3518,25356,3/21/2023,2,38,3/23/2023,4/4/2023,76,43
SO73979,3778,15657,5/9/2023,5,166,5/11/2023,5/23/2023,830,43
SO73980,3726,12362,6/24/2023,2,645,6/26/2023,7/8/2023,1290,26
SO73981,3535,23304,7/21/2023,4,268,7/23/2023,8/4/2023,1072,42
SO73982,2446,28145,3/31/2023,4,641,4/2/2023,4/14/2023,2564,41
SO73983,3451,18015,7/28/2023,5,881,7/30/2023,8/11/2023,4405,35
SO73984,3312,15020,4/26/2023,3,890,4/28/2023,5/10/2023,2670,18
SO73985,1666,30568,12/26/2023,1,922,12/28/2023,1/9/2024,922,18
SO73986,2326,30366,3/14/2023,5,282,3/16/2023,3/28/2023,1410,22
SO73987,1129,34427,6/5/2023,3,951,6/7/2023,6/19/2023,2853,27
SO73988,2867,13391,2/20/2023,3,123,2/22/2023,3/6/2023,369,10
SO73989,4670,26689,6/6/2023,5,764,6/8/2023,6/20/2023,3820,14
SO73990,5242,24181,3/21/2023,3,330,3/23/2023,4/4/2023,990,45
SO73991,1920,33619,3/17/2023,3,890,3/19/2023,3/31/2023,2670,71
SO73992,840,18447,1/7/2023,4,58,1/9/2023,1/21/2023,232,87
SO73993,3090,14119,9/13/2023,2,664,9/15/2023,9/27/2023,1328,22
SO73994,4204,14528,3/13/2023,2,651,3/15/2023,3/27/2023,1302,7
SO73995,981,32265,6/22/2023,3,776,6/24/2023,7/6/2023,2328,39
SO73996,904,23598,7/23/2023,4,741,7/25/2023,8/6/2023,2964,5
SO73997,4530,28232,9/27/2023,4,371,9/29/2023,10/11/2023,1484,54
SO73998,4322,24798,11/9/2023,2,688,11/11/2023,11/23/2023,1376,43
SO73999,1728,28927,3/5/2023,5,63,3/7/2023,3/19/2023,315,10
SO74000,4592,13603,6/9/2023,5,249,6/11/2023,6/23/2023,1245,49
SO74001,3963,10645,10/27/2023,3,942,10/29/2023,11/10/2023,2826,53
SO74002,1195,30382,5/29/2023,5,504,5/31/2023,6/12/2023,2520,24
SO74003,2106,20711,6/28/2023,3,289,6/30/2023,7/12/2023,867,33
SO74004,1873,30238,9/17/2023,3,367,9/19/2023,10/1/2023,1101,12
SO74005,809,18756,2/20/2023,1,815,2/22/2023,3/6/2023,815,78
SO74006,2341,32550,1/31/2023,2,951,2/2/2023,2/14/2023,1902,1
SO74007,2089,30277,10/30/2023,2,619,11/1/2023,11/13/2023,1238,53
SO74008,1579,22737,5/6/2023,5,839,5/8/2023,5/20/2023,4195,51
SO74009,1234,15032,9/10/2023,3,639,9/12/2023,9/24/2023,1917,46
SO74010,3148,21124,4/19/2023,3,230,4/21/2023,5/3/2023,690,100
SO74011,2418,31682,3/14/2023,4,285,3/16/2023,3/28/2023,1140,82
SO74012,1428,14816,6/9/2023,1,653,6/11/2023,6/23/2023,653,15
SO74013,3290,25229,5/26/2023,3,240,5/28/2023,6/9/2023,720,10
SO74014,5109,17923,11/30/2023,2,172,12/2/2023,12/14/2023,344,96
SO74015,619,26460,10/10/2023,4,357,10/12/2023,10/24/2023,1428,93
SO74016,3264,22196,1/24/2023,5,764,1/26/2023,2/7/2023,3820,12
SO74017,5496,26144,12/2/2023,4,581,12/4/2023,12/16/2023,2324,41
SO74018,5357,13767,4/28/2023,1,617,4/30/2023,5/12/2023,617,53
SO74019,3357,10880,3/27/2023,2,738,3/29/2023,4/10/2023,1476,16
SO74020,5128,24231,6/9/2023,1,254,6/11/2023,6/23/2023,254,28
SO74021,1144,12176,6/30/2023,3,217,7/2/2023,7/14/2023,651,83
SO74022,1788,15190,12/16/2023,2,675,12/18/2023,12/30/2023,1350,53
SO74023,1970,24041,4/3/2023,1,275,4/5/2023,4/17/2023,275,81
SO74024,4353,28476,7/23/2023,2,882,7/25/2023,8/6/2023,1764,36
SO74025,3274,29202,3/4/2023,2,949,3/6/2023,3/18/2023,1898,46
SO74026,5345,14328,9/11/2023,2,194,9/13/2023,9/25/2023,388,84
SO74027,2304,34210,2/19/2023,1,324,2/21/2023,3/5/2023,324,27
SO74028,2858,17560,2/4/2023,1,141,2/6/2023,2/18/2023,141,83
SO74029,3724,34958,9/26/2023,1,542,9/28/2023,10/10/2023,542,100
SO74030,4728,19055,4/3/2023,1,979,4/5/2023,4/17/2023,979,99
SO74031,725,33976,4/26/2023,1,560,4/28/2023,5/10/2023,560,64
SO74032,3543,15740,10/13/2023,5,535,10/15/2023,10/27/2023,2675,48
SO74033,3915,25401,7/12/2023,4,301,7/14/2023,7/26/2023,1204,93
SO74034,1129,29957,6/9/2023,5,614,6/11/2023,6/23/2023,3070,15
SO74035,3782,11348,6/16/2023,2,741,6/18/2023,6/30/2023,1482,18
SO74036,4377,30236,2/11/2023,4,840,2/13/2023,2/25/2023,3360,78
SO74037,1815,28085,2/2/2023,1,142,2/4/2023,2/16/2023,142,100
SO74038,4284,24520,7/16/2023,1,954,7/18/2023,7/30/2023,954,89
SO74039,4148,10687,8/26/2023,5,389,8/28/2023,9/9/2023,1945,98
SO74040,3597,31256,6/28/2023,3,909,6/30/2023,7/12/2023,2727,5
SO74041,3460,11978,11/6/2023,5,559,11/8/2023,11/20/2023,2795,29
SO74042,1450,34306,9/28/2023,1,326,9/30/2023,10/12/2023,326,89
SO74043,1782,30173,7/6/2023,5,876,7/8/2023,7/20/2023,4380,44
SO74044,2440,14386,8/5/2023,4,703,8/7/2023,8/19/2023,2812,67
SO74045,2793,20294,2/8/2023,5,80,2/10/2023,2/22/2023,400,63
SO74046,1661,20210,9/14/2023,3,508,9/16/2023,9/28/2023,1524,82
SO74047,2267,18136,5/15/2023,4,964,5/17/2023,5/29/2023,3856,96
SO74048,1067,10308,7/18/2023,1,518,7/20/2023,8/1/2023,518,69
SO74049,576,12290,8/13/2023,4,247,8/15/2023,8/27/2023,988,85
SO74050,2128,25116,11/3/2023,3,288,11/5/2023,11/17/2023,864,17
SO74051,1723,15082,1/1/2024,2,456,1/3/2024,1/15/2024,912,15
SO74052,3844,25227,8/5/2023,3,147,8/7/2023,8/19/2023,441,27
SO74053,2849,10388,7/27/2023,2,816,7/29/2023,8/10/2023,1632,69
SO74054,1354,29740,10/20/2023,5,187,10/22/2023,11/3/2023,935,84
SO74055,1694,13355,4/27/2023,5,767,4/29/2023,5/11/2023,3835,63
SO74056,5439,10828,7/2/2023,4,964,7/4/2023,7/16/2023,3856,34
SO74057,1726,33431,6/3/2023,2,447,6/5/2023,6/17/2023,894,78
SO74058,4477,29623,6/10/2023,4,719,6/12/2023,6/24/2023,2876,51
SO74059,2382,22452,9/28/2023,2,269,9/30/2023,10/12/2023,538,24
SO74060,3230,12684,10/4/2023,3,744,10/6/2023,10/18/2023,2232,37
SO74061,5075,15404,3/8/2023,4,502,3/10/2023,3/22/2023,2008,81
SO74062,2522,15166,11/21/2023,2,99,11/23/2023,12/5/2023,198,52
SO74063,5418,15103,8/2/2023,2,506,8/4/2023,8/16/2023,1012,62
SO74064,4293,26723,9/5/2023,5,29,9/7/2023,9/19/2023,145,95
SO74065,1048,33601,7/16/2023,3,389,7/18/2023,7/30/2023,1167,42
SO74066,2464,30222,6/26/2023,2,278,6/28/2023,7/10/2023,556,49
SO74067,3328,33698,1/28/2023,1,319,1/30/2023,2/11/2023,319,55
SO74068,1119,25408,2/5/2023,4,978,2/7/2023,2/19/2023,3912,15
SO74069,4048,16386,10/5/2023,3,997,10/7/2023,10/19/2023,2991,48
SO74070,2511,25934,4/13/2023,4,978,4/15/2023,4/27/2023,3912,52
SO74071,1924,29586,9/2/2023,2,236,9/4/2023,9/16/2023,472,82
SO74072,4783,18732,7/13/2023,3,161,7/15/2023,7/27/2023,483,92
SO74073,4314,12419,12/11/2023,5,247,12/13/2023,12/25/2023,1235,55
SO74074,2445,21625,5/1/2023,2,585,5/3/2023,5/15/2023,1170,58
SO74075,1469,21195,1/21/2023,1,997,1/23/2023,2/4/2023,997,90
SO74076,4387,24968,12/8/2023,1,813,12/10/2023,12/22/2023,813,90
SO74077,1256,11172,10/7/2023,2,233,10/9/2023,10/21/2023,466,12
SO74078,834,17019,7/10/2023,3,395,7/12/2023,7/24/2023,1185,72
SO74079,3946,25326,8/15/2023,4,597,8/17/2023,8/29/2023,2388,21
SO74080,3155,31423,4/20/2023,2,148,4/22/2023,5/4/2023,296,89
SO74081,1376,16026,11/9/2023,1,20,11/11/2023,11/23/2023,20,59
SO74082,5073,16237,8/12/2023,2,622,8/14/2023,8/26/2023,1244,93
SO74083,1730,24541,9/13/2023,3,906,9/15/2023,9/27/2023,2718,82
SO74084,2598,20360,3/9/2023,4,107,3/11/2023,3/23/2023,428,78
SO74085,4106,31251,10/11/2023,3,879,10/13/2023,10/25/2023,2637,7
SO74086,3793,32550,7/24/2023,3,879,7/26/2023,8/7/2023,2637,23
SO74087,763,31811,1/10/2023,5,247,1/12/2023,1/24/2023,1235,71
SO74088,3740,31582,3/8/2023,3,655,3/10/2023,3/22/2023,1965,70
SO74089,3857,15014,4/29/2023,2,485,5/1/2023,5/13/2023,970,10
SO74090,1251,15540,8/20/2023,2,935,8/22/2023,9/3/2023,1870,62
SO74091,2413,26310,5/2/2023,3,496,5/4/2023,5/16/2023,1488,4
SO74092,3776,24152,10/23/2023,4,775,10/25/2023,11/6/2023,3100,27
SO74093,3806,26902,7/25/2023,4,514,7/27/2023,8/8/2023,2056,41
SO74094,1553,21804,10/23/2023,2,463,10/25/2023,11/6/2023,926,59
SO74095,5008,16304,11/19/2023,5,72,11/21/2023,12/3/2023,360,17
SO74096,4845,26934,8/9/2023,1,843,8/11/2023,8/23/2023,843,13
SO74097,3588,27561,4/18/2023,5,388,4/20/2023,5/2/2023,1940,59
SO74098,983,12937,9/2/2023,4,646,9/4/2023,9/16/2023,2584,20
SO74099,4839,31175,11/20/2023,1,666,11/22/2023,12/4/2023,666,81
SO74100,4626,17047,12/13/2023,4,372,12/15/2023,12/27/2023,1488,81
SO74101,4438,29541,9/1/2023,3,635,9/3/2023,9/15/2023,1905,7
SO74102,2429,23440,12/5/2023,2,165,12/7/2023,12/19/2023,330,53
SO74103,4952,21835,1/2/2023,3,807,1/4/2023,1/16/2023,2421,37
SO74104,2880,24368,9/7/2023,1,567,9/9/2023,9/21/2023,567,89
SO74105,3192,19267,6/19/2023,3,908,6/21/2023,7/3/2023,2724,63
SO74106,2879,31972,3/11/2023,5,143,3/13/2023,3/25/2023,715,70
SO74107,2798,19350,5/9/2023,5,374,5/11/2023,5/23/2023,1870,96
SO74108,5081,26681,6/5/2023,4,623,6/7/2023,6/19/2023,2492,34
SO74109,3292,31751,10/1/2023,2,628,10/3/2023,10/15/2023,1256,41
SO74110,4509,33376,2/6/2023,5,264,2/8/2023,2/20/2023,1320,34
SO74111,4269,16240,2/27/2023,4,710,3/1/2023,3/13/2023,2840,91
SO74112,1206,16528,4/20/2023,1,235,4/22/2023,5/4/2023,235,93
SO74113,1493,17178,5/8/2023,1,924,5/10/2023,5/22/2023,924,80
SO74114,4666,34663,8/17/2023,1,51,8/19/2023,8/31/2023,51,84
SO74115,3594,33537,7/11/2023,2,741,7/13/2023,7/25/2023,1482,38
SO74116,3107,28512,9/16/2023,2,836,9/18/2023,9/30/2023,1672,61
SO74117,3276,14069,4/28/2023,5,81,4/30/2023,5/12/2023,405,61
SO74118,3952,31689,2/17/2023,3,545,2/19/2023,3/3/2023,1635,55
SO74119,5249,26752,12/11/2023,3,318,12/13/2023,12/25/2023,954,13
SO74120,514,33481,7/9/2023,1,275,7/11/2023,7/23/2023,275,94
SO74121,683,32296,9/4/2023,1,706,9/6/2023,9/18/2023,706,86
SO74122,3394,26294,12/6/2023,5,236,12/8/2023,12/20/2023,1180,92
SO74123,1683,30666,8/6/2023,4,917,8/8/2023,8/20/2023,3668,26
SO74124,984,29710,1/2/2023,1,701,1/4/2023,1/16/2023,701,86
SO74125,3990,11892,4/15/2023,2,239,4/17/2023,4/29/2023,478,12
SO74126,1820,19876,1/13/2023,1,108,1/15/2023,1/27/2023,108,17
SO74127,2581,21347,12/23/2023,2,152,12/25/2023,1/6/2024,304,23
SO74128,2435,21155,2/10/2023,4,969,2/12/2023,2/24/2023,3876,99
SO74129,2121,33652,12/12/2023,2,848,12/14/2023,12/26/2023,1696,80
SO74130,535,26643,9/26/2023,1,288,9/28/2023,10/10/2023,288,13
SO74131,2387,18114,12/26/2023,4,196,12/28/2023,1/9/2024,784,98
SO74132,3861,27992,11/13/2023,3,908,11/15/2023,11/27/2023,2724,11
SO74133,3366,10281,12/17/2023,3,608,12/19/2023,12/31/2023,1824,52
SO74134,3259,20929,12/23/2023,2,313,12/25/2023,1/6/2024,626,21
SO74135,4651,18424,6/17/2023,3,984,6/19/2023,7/1/2023,2952,59
SO74136,2429,26854,6/10/2023,5,848,6/12/2023,6/24/2023,4240,86
SO74137,5264,28983,7/15/2023,1,236,7/17/2023,7/29/2023,236,11
SO74138,2889,24901,7/6/2023,1,205,7/8/2023,7/20/2023,205,81
SO74139,3513,32386,4/22/2023,4,864,4/24/2023,5/6/2023,3456,12
SO74140,1771,32271,8/16/2023,1,889,8/18/2023,8/30/2023,889,44
SO74141,3380,31909,9/11/2023,3,24,9/13/2023,9/25/2023,72,6
SO74142,5150,21067,11/7/2023,4,931,11/9/2023,11/21/2023,3724,92
SO74143,3065,13962,1/27/2023,4,927,1/29/2023,2/10/2023,3708,47
SO74144,1242,18940,3/9/2023,2,39,3/11/2023,3/23/2023,78,84
SO74145,2792,10806,3/19/2023,2,754,3/21/2023,4/2/2023,1508,16
SO74146,5380,11482,9/9/2023,2,50,9/11/2023,9/23/2023,100,49
SO74147,4363,34044,3/3/2023,3,839,3/5/2023,3/17/2023,2517,45
SO74148,1141,13087,9/29/2023,1,559,10/1/2023,10/13/2023,559,15
SO74149,1209,10019,9/28/2023,4,551,9/30/2023,10/12/2023,2204,6
SO74150,4729,24535,6/10/2023,4,426,6/12/2023,6/24/2023,1704,80
SO74151,5334,18037,9/3/2023,1,97,9/5/2023,9/17/2023,97,9
SO74152,3970,18872,2/1/2023,5,89,2/3/2023,2/15/2023,445,3
SO74153,1013,25926,11/18/2023,3,226,11/20/2023,12/2/2023,678,55
SO74154,591,27614,6/1/2023,1,146,6/3/2023,6/15/2023,146,87
SO74155,5202,34866,9/22/2023,5,514,9/24/2023,10/6/2023,2570,37
SO74156,881,24685,7/16/2023,3,782,7/18/2023,7/30/2023,2346,1
SO74157,3763,34216,2/2/2023,5,363,2/4/2023,2/16/2023,1815,51
SO74158,4986,29239,6/12/2023,3,126,6/14/2023,6/26/2023,378,79
SO74159,4474,18389,8/10/2023,3,370,8/12/2023,8/24/2023,1110,27
SO74160,5120,32015,7/13/2023,4,416,7/15/2023,7/27/2023,1664,72
SO74161,3713,26403,12/17/2023,1,184,12/19/2023,12/31/2023,184,15
SO74162,1119,20559,10/23/2023,5,222,10/25/2023,11/6/2023,1110,99
SO74163,1232,20839,8/20/2023,5,650,8/22/2023,9/3/2023,3250,16
SO74164,4605,22716,11/16/2023,5,480,11/18/2023,11/30/2023,2400,60
SO74165,3742,13600,6/29/2023,5,966,7/1/2023,7/13/2023,4830,52
SO74166,2725,33686,5/1/2023,1,774,5/3/2023,5/15/2023,774,83
SO74167,3641,12372,10/10/2023,4,451,10/12/2023,10/24/2023,1804,54
SO74168,3734,26968,10/22/2023,2,649,10/24/2023,11/5/2023,1298,51
SO74169,3553,28577,5/24/2023,4,649,5/26/2023,6/7/2023,2596,45
SO74170,2014,22807,10/6/2023,5,952,10/8/2023,10/20/2023,4760,25
SO74171,5079,20953,5/13/2023,2,263,5/15/2023,5/27/2023,526,44
SO74172,2749,18296,1/6/2023,2,87,1/8/2023,1/20/2023,174,98
SO74173,2036,26633,8/5/2023,3,253,8/7/2023,8/19/2023,759,73
SO74174,3054,27451,8/8/2023,2,344,8/10/2023,8/22/2023,688,27
SO74175,3142,25163,9/4/2023,5,678,9/6/2023,9/18/2023,3390,68
SO74176,5347,22276,7/26/2023,4,215,7/28/2023,8/9/2023,860,10
SO74177,1987,17152,8/26/2023,2,179,8/28/2023,9/9/2023,358,33
SO74178,3905,27635,12/4/2023,1,975,12/6/2023,12/18/2023,975,14
SO74179,3496,31360,2/25/2023,3,168,2/27/2023,3/11/2023,504,40
SO74180,3170,25083,9/9/2023,1,645,9/11/2023,9/23/2023,645,34
SO74181,4666,20191,6/29/2023,2,117,7/1/2023,7/13/2023,234,36
SO74182,4814,13925,1/1/2023,2,179,1/3/2023,1/15/2023,358,15
SO74183,3399,12905,10/8/2023,1,124,10/10/2023,10/22/2023,124,59
SO74184,952,15934,2/13/2023,1,76,2/15/2023,2/27/2023,76,79
SO74185,722,24649,7/21/2023,5,950,7/23/2023,8/4/2023,4750,79
SO74186,3400,20083,11/13/2023,5,882,11/15/2023,11/27/2023,4410,77
SO74187,1214,15641,11/21/2023,5,811,11/23/2023,12/5/2023,4055,67
SO74188,2160,32719,9/5/2023,5,779,9/7/2023,9/19/2023,3895,91
SO74189,1938,16543,2/20/2023,5,593,2/22/2023,3/6/2023,2965,24
SO74190,4620,18986,3/26/2023,4,899,3/28/2023,4/9/2023,3596,98
SO74191,4521,19704,3/12/2023,2,895,3/14/2023,3/26/2023,1790,49
SO74192,3131,34625,1/13/2023,1,301,1/15/2023,1/27/2023,301,53
SO74193,5100,30460,6/15/2023,3,484,6/17/2023,6/29/2023,1452,61
SO74194,1111,23997,5/21/2023,3,259,5/23/2023,6/4/2023,777,92
SO74195,2471,16891,7/11/2023,5,183,7/13/2023,7/25/2023,915,77
SO74196,4732,13301,6/4/2023,5,153,6/6/2023,6/18/2023,765,85
SO74197,5273,30467,3/22/2023,5,75,3/24/2023,4/5/2023,375,62
SO74198,4515,15549,10/1/2023,3,909,10/3/2023,10/15/2023,2727,53
SO74199,3766,34460,2/2/2023,3,873,2/4/2023,2/16/2023,2619,86
SO74200,4297,24723,1/20/2023,4,344,1/22/2023,2/3/2023,1376,76
SO74201,961,22575,8/2/2023,3,831,8/4/2023,8/16/2023,2493,82
SO74202,858,25434,1/14/2023,1,785,1/16/2023,1/28/2023,785,24
SO74203,4617,28776,2/25/2023,5,327,2/27/2023,3/11/2023,1635,5
SO74204,5041,17982,2/25/2023,5,274,2/27/2023,3/11/2023,1370,75
SO74205,1919,32795,4/25/2023,5,334,4/27/2023,5/9/2023,1670,75
SO74206,1567,11632,1/13/2023,2,813,1/15/2023,1/27/2023,1626,76
SO74207,1260,29307,11/17/2023,5,953,11/19/2023,12/1/2023,4765,84
SO74208,3382,13987,2/21/2023,3,895,2/23/2023,3/7/2023,2685,23
SO74209,5038,30672,11/25/2023,3,713,11/27/2023,12/9/2023,2139,29
SO74210,4580,15839,8/25/2023,2,932,8/27/2023,9/8/2023,1864,95
SO74211,1643,23860,2/7/2023,4,570,2/9/2023,2/21/2023,2280,69
SO74212,5164,19685,1/16/2023,2,853,1/18/2023,1/30/2023,1706,51
SO74213,3605,32295,12/25/2023,1,463,12/27/2023,1/8/2024,463,65
SO74214,2136,17440,6/10/2023,1,733,6/12/2023,6/24/2023,733,58
SO74215,1285,25262,10/9/2023,5,906,10/11/2023,10/23/2023,4530,16
SO74216,2580,12271,10/11/2023,2,936,10/13/2023,10/25/2023,1872,6
SO74217,2492,34992,7/10/2023,2,84,7/12/2023,7/24/2023,168,3
SO74218,1480,11749,9/10/2023,3,311,9/12/2023,9/24/2023,933,55
SO74219,4628,22548,3/3/2023,4,830,3/5/2023,3/17/2023,3320,14
SO74220,2881,19184,11/19/2023,1,639,11/21/2023,12/3/2023,639,89
SO74221,3938,15144,7/23/2023,4,295,7/25/2023,8/6/2023,1180,11
SO74222,4440,21495,6/29/2023,5,352,7/1/2023,7/13/2023,1760,28
SO74223,2596,29828,7/29/2023,3,636,7/31/2023,8/12/2023,1908,5
SO74224,4554,14469,1/6/2023,4,357,1/8/2023,1/20/2023,1428,81
SO74225,4722,32465,3/9/2023,5,195,3/11/2023,3/23/2023,975,71
SO74226,1217,28288,11/21/2023,4,166,11/23/2023,12/5/2023,664,22
SO74227,5383,24123,3/20/2023,5,670,3/22/2023,4/3/2023,3350,87
SO74228,533,10794,11/22/2023,2,535,11/24/2023,12/6/2023,1070,81
SO74229,3895,15054,8/19/2023,1,945,8/21/2023,9/2/2023,945,44
SO74230,2994,31986,8/31/2023,4,538,9/2/2023,9/14/2023,2152,16
