return_id,order_number,return_date,return_reason,return_amount
105088,SO56395,7/5/2023,Unsatisfied,216
105089,SO51174,8/24/2023,Defective,356
105090,SO60478,11/27/2023,Defective,53
105091,SO78541,11/8/2023,Unsatisfied,184
105092,SO70286,11/26/2023,Size Mismatch,30
105093,SO70167,9/26/2023,Size Mismatch,180
105094,SO51782,1/27/2023,Unsatisfied,21
105095,SO62679,10/1/2023,Unsatisfied,348
105096,SO55805,12/17/2023,Size Mismatch,368
105097,SO77895,6/29/2023,Defective,30
105098,SO79164,4/8/2023,Size Mismatch,59
105099,SO59768,5/14/2023,Size Mismatch,69
105100,SO69234,9/15/2023,Unsatisfied,463
105101,SO60399,9/29/2023,Size Mismatch,49
105102,SO72461,8/15/2023,Wrong Item,244
105103,SO62630,10/17/2023,Unsatisfied,55
105104,SO63394,9/14/2023,Wrong Item,477
105105,SO75977,9/4/2023,Unsatisfied,337
105106,SO51031,3/15/2023,Unsatisfied,80
105107,SO61988,4/11/2023,Size Mismatch,299
105108,SO73331,3/25/2023,Defective,443
105109,SO77603,6/29/2023,Size Mismatch,218
105110,SO59168,1/12/2023,Wrong Item,313
105111,SO77070,11/8/2023,Defective,335
105112,SO68348,8/6/2023,Unsatisfied,64
105113,SO73209,7/19/2023,Size Mismatch,174
105114,SO55630,11/9/2023,Wrong Item,252
105115,SO62289,1/4/2023,Unsatisfied,240
105116,SO77551,7/24/2023,Size Mismatch,428
105117,SO51241,5/13/2023,Wrong Item,198
105118,SO52005,11/18/2023,Unsatisfied,114
105119,SO61570,11/28/2023,Wrong Item,363
105120,SO64045,10/29/2023,Defective,342
105121,SO52535,12/3/2023,Defective,72
105122,SO57618,6/18/2023,Defective,161
105123,SO79626,10/24/2023,Size Mismatch,65
105124,SO55391,11/12/2023,Defective,199
105125,SO53725,3/7/2023,Defective,144
105126,SO57750,12/12/2023,Unsatisfied,198
105127,SO60939,5/26/2023,Size Mismatch,69
105128,SO55797,10/29/2023,Unsatisfied,446
105129,SO61681,11/1/2023,Unsatisfied,329
105130,SO56727,11/7/2023,Defective,293
105131,SO79683,8/18/2023,Size Mismatch,444
105132,SO55041,8/13/2023,Unsatisfied,391
105133,SO68486,2/1/2023,Size Mismatch,209
105134,SO55470,8/18/2023,Wrong Item,351
105135,SO59823,2/9/2023,Unsatisfied,408
105136,SO60941,5/6/2023,Unsatisfied,132
105137,SO79402,10/29/2023,Wrong Item,397
105138,SO55795,1/16/2023,Wrong Item,423
105139,SO63509,2/4/2023,Defective,75
105140,SO72212,6/3/2023,Unsatisfied,375
105141,SO79847,1/6/2023,Defective,384
105142,SO61448,11/17/2023,Size Mismatch,98
105143,SO76758,12/6/2023,Wrong Item,58
105144,SO64169,9/13/2023,Size Mismatch,165
105145,SO50725,7/14/2023,Unsatisfied,163
105146,SO73626,4/22/2023,Defective,130
105147,SO63399,4/12/2023,Defective,435
105148,SO55512,2/4/2023,Unsatisfied,256
105149,SO65553,7/5/2023,Wrong Item,185
105150,SO73457,2/25/2023,Wrong Item,209
105151,SO65373,7/25/2023,Unsatisfied,223
105152,SO55148,9/5/2023,Wrong Item,141
105153,SO57678,4/14/2023,Unsatisfied,371
105154,SO51567,10/9/2023,Defective,242
105155,SO69743,6/22/2023,Size Mismatch,314
105156,SO51373,11/11/2023,Size Mismatch,469
105157,SO62200,10/15/2023,Unsatisfied,430
105158,SO56475,3/14/2023,Size Mismatch,488
105159,SO55235,9/29/2023,Defective,122
105160,SO63096,9/16/2023,Wrong Item,66
105161,SO66526,12/7/2023,Defective,275
105162,SO66803,12/5/2023,Size Mismatch,224
105163,SO61728,3/21/2023,Size Mismatch,461
105164,SO77608,12/30/2023,Defective,421
105165,SO50109,1/15/2023,Unsatisfied,212
105166,SO54688,7/2/2023,Wrong Item,108
105167,SO56220,12/26/2023,Unsatisfied,325
105168,SO57941,6/14/2023,Wrong Item,255
105169,SO74021,7/18/2023,Wrong Item,406
105170,SO53684,5/18/2023,Unsatisfied,58
105171,SO58351,11/12/2023,Unsatisfied,300
105172,SO55970,5/17/2023,Unsatisfied,95
105173,SO75890,1/13/2023,Wrong Item,125
105174,SO65214,1/11/2023,Wrong Item,399
105175,SO63660,8/11/2023,Defective,206
105176,SO63483,5/15/2023,Wrong Item,306
105177,SO56833,10/6/2023,Wrong Item,227
105178,SO70877,9/1/2023,Defective,450
105179,SO73926,12/23/2023,Wrong Item,90
105180,SO65636,10/20/2023,Size Mismatch,279
105181,SO75116,3/3/2023,Size Mismatch,283
105182,SO70591,12/17/2023,Defective,500
105183,SO62612,11/9/2023,Unsatisfied,396
105184,SO55071,12/9/2023,Defective,283
105185,SO70989,11/1/2023,Size Mismatch,459
105186,SO77871,1/1/2024,Defective,291
105187,SO62617,7/6/2023,Wrong Item,462
105188,SO73385,7/8/2023,Defective,310
105189,SO50600,4/14/2023,Defective,190
105190,SO75934,12/9/2023,Unsatisfied,402
105191,SO50652,8/6/2023,Wrong Item,331
105192,SO63442,2/20/2023,Unsatisfied,484
105193,SO53223,8/11/2023,Size Mismatch,222
105194,SO54210,1/10/2023,Defective,158
105195,SO65579,10/29/2023,Unsatisfied,203
105196,SO51922,10/11/2023,Defective,293
105197,SO75744,3/27/2023,Defective,459
105198,SO64292,12/6/2023,Defective,373
105199,SO55257,2/24/2023,Size Mismatch,87
105200,SO63869,6/21/2023,Size Mismatch,137
105201,SO59268,5/3/2023,Defective,474
105202,SO70667,10/4/2023,Unsatisfied,433
105203,SO72989,8/22/2023,Defective,260
105204,SO71216,12/19/2023,Unsatisfied,305
105205,SO70251,2/20/2023,Defective,107
105206,SO63671,5/7/2023,Wrong Item,75
105207,SO63309,3/20/2023,Wrong Item,82
105208,SO77066,8/11/2023,Size Mismatch,270
105209,SO78619,3/8/2023,Unsatisfied,366
105210,SO77318,6/28/2023,Unsatisfied,45
105211,SO63256,10/20/2023,Unsatisfied,140
105212,SO67125,3/14/2023,Defective,127
105213,SO72793,6/26/2023,Defective,341
105214,SO77458,1/2/2023,Unsatisfied,466
105215,SO68473,12/29/2023,Defective,220
105216,SO74443,2/6/2023,Defective,389
105217,SO62641,4/24/2023,Defective,341
105218,SO65373,8/3/2023,Size Mismatch,426
105219,SO76850,11/15/2023,Size Mismatch,327
105220,SO71559,8/1/2023,Defective,239
105221,SO53740,11/4/2023,Wrong Item,359
105222,SO74582,3/25/2023,Wrong Item,149
105223,SO75246,1/23/2023,Size Mismatch,29
105224,SO77481,1/22/2023,Defective,22
105225,SO51400,3/13/2023,Unsatisfied,21
105226,SO61274,4/16/2023,Wrong Item,328
105227,SO75096,9/29/2023,Wrong Item,68
105228,SO52587,7/13/2023,Size Mismatch,291
105229,SO51127,1/25/2023,Size Mismatch,297
105230,SO56357,7/16/2023,Size Mismatch,118
105231,SO68168,5/24/2023,Size Mismatch,256
105232,SO60781,3/22/2023,Defective,240
105233,SO69561,7/26/2023,Unsatisfied,500
105234,SO58487,11/24/2023,Unsatisfied,251
105235,SO71263,5/22/2023,Unsatisfied,161
105236,SO76442,4/27/2023,Defective,477
105237,SO64315,3/28/2023,Wrong Item,340
105238,SO53619,4/9/2023,Defective,301
105239,SO63998,5/19/2023,Unsatisfied,431
105240,SO63772,9/8/2023,Size Mismatch,250
105241,SO53002,9/6/2023,Unsatisfied,329
105242,SO59758,1/26/2023,Wrong Item,398
105243,SO65515,11/16/2023,Wrong Item,439
105244,SO77088,7/15/2023,Size Mismatch,206
105245,SO71014,8/19/2023,Unsatisfied,174
105246,SO52777,5/23/2023,Defective,494
105247,SO77643,11/15/2023,Defective,425
105248,SO65108,1/26/2023,Defective,384
105249,SO50125,4/8/2023,Size Mismatch,347
105250,SO77095,12/9/2023,Size Mismatch,400
105251,SO71342,7/27/2023,Size Mismatch,454
105252,SO56870,6/30/2023,Wrong Item,303
105253,SO68608,12/13/2023,Wrong Item,280
105254,SO64483,2/7/2023,Unsatisfied,157
105255,SO75524,12/12/2023,Unsatisfied,71
105256,SO63600,9/20/2023,Wrong Item,405
105257,SO58738,2/19/2023,Size Mismatch,376
105258,SO56952,10/13/2023,Defective,104
105259,SO57726,4/13/2023,Wrong Item,486
105260,SO51194,10/17/2023,Wrong Item,345
105261,SO63052,10/10/2023,Unsatisfied,211
105262,SO75560,5/15/2023,Defective,240
105263,SO75986,6/19/2023,Wrong Item,98
105264,SO57619,5/15/2023,Defective,186
105265,SO65906,7/25/2023,Defective,276
105266,SO79295,11/5/2023,Size Mismatch,368
105267,SO57794,4/19/2023,Wrong Item,116
105268,SO66404,3/12/2023,Unsatisfied,151
105269,SO57552,5/7/2023,Unsatisfied,346
105270,SO59218,12/20/2023,Wrong Item,148
105271,SO54243,10/13/2023,Defective,23
105272,SO52894,12/2/2023,Wrong Item,92
105273,SO76054,3/30/2023,Wrong Item,171
105274,SO71636,6/16/2023,Defective,437
105275,SO60939,4/17/2023,Wrong Item,42
105276,SO59252,7/4/2023,Wrong Item,158
105277,SO53805,3/30/2023,Size Mismatch,404
105278,SO58261,12/15/2023,Size Mismatch,305
105279,SO75564,12/14/2023,Wrong Item,23
105280,SO65551,12/17/2023,Unsatisfied,357
105281,SO51458,10/28/2023,Size Mismatch,274
105282,SO75716,5/12/2023,Defective,491
105283,SO52019,12/19/2023,Size Mismatch,261
105284,SO75034,12/30/2023,Defective,331
105285,SO71364,5/20/2023,Wrong Item,340
105286,SO79403,5/6/2023,Size Mismatch,405
105287,SO79270,12/22/2023,Wrong Item,309
105288,SO62948,1/12/2023,Defective,202
105289,SO76200,7/29/2023,Wrong Item,268
105290,SO50859,8/27/2023,Size Mismatch,220
105291,SO75380,7/29/2023,Defective,419
105292,SO50824,12/22/2023,Wrong Item,249
105293,SO69014,1/3/2023,Size Mismatch,173
105294,SO71020,7/6/2023,Defective,31
105295,SO50115,9/17/2023,Wrong Item,162
105296,SO55527,1/22/2023,Wrong Item,75
105297,SO51104,4/1/2023,Defective,438
105298,SO63167,8/13/2023,Wrong Item,213
105299,SO70669,8/19/2023,Wrong Item,363
105300,SO53638,3/10/2023,Unsatisfied,165
105301,SO62313,1/8/2023,Unsatisfied,296
105302,SO58018,10/13/2023,Wrong Item,259
105303,SO78524,3/20/2023,Wrong Item,381
105304,SO55961,1/16/2023,Wrong Item,405
105305,SO66366,2/19/2023,Wrong Item,355
105306,SO73139,10/31/2023,Size Mismatch,424
105307,SO79722,7/31/2023,Wrong Item,99
105308,SO75939,7/24/2023,Wrong Item,350
105309,SO65329,7/7/2023,Unsatisfied,214
105310,SO54954,4/21/2023,Unsatisfied,172
105311,SO67603,10/14/2023,Unsatisfied,420
105312,SO75315,6/12/2023,Defective,162
105313,SO79141,5/30/2023,Size Mismatch,336
105314,SO55487,4/16/2023,Unsatisfied,284
105315,SO74406,7/26/2023,Unsatisfied,280
105316,SO67205,4/18/2023,Wrong Item,56
105317,SO75420,1/22/2023,Unsatisfied,104
105318,SO79581,8/11/2023,Defective,322
105319,SO53576,1/4/2023,Wrong Item,395
105320,SO52006,9/23/2023,Unsatisfied,332
105321,SO76649,4/27/2023,Unsatisfied,168
105322,SO70063,6/25/2023,Defective,480
105323,SO62980,2/3/2023,Defective,237
105324,SO64971,1/9/2023,Defective,101
105325,SO70162,12/18/2023,Unsatisfied,120
105326,SO53713,7/9/2023,Defective,186
105327,SO76621,9/23/2023,Size Mismatch,389
105328,SO70486,10/17/2023,Size Mismatch,436
105329,SO55213,6/17/2023,Defective,269
105330,SO69478,9/16/2023,Wrong Item,35
105331,SO58021,1/30/2023,Defective,433
105332,SO68576,12/29/2023,Wrong Item,230
105333,SO66586,3/26/2023,Wrong Item,42
105334,SO57585,1/1/2023,Unsatisfied,300
105335,SO52514,8/7/2023,Size Mismatch,76
105336,SO61041,6/29/2023,Unsatisfied,263
105337,SO71212,1/4/2023,Unsatisfied,426
105338,SO65823,4/21/2023,Size Mismatch,162
105339,SO53349,12/23/2023,Wrong Item,218
105340,SO56342,7/9/2023,Wrong Item,37
105341,SO63546,10/27/2023,Unsatisfied,486
105342,SO53273,1/30/2023,Unsatisfied,456
105343,SO53972,3/28/2023,Size Mismatch,481
105344,SO58821,9/22/2023,Wrong Item,216
105345,SO66403,10/12/2023,Defective,213
105346,SO76283,9/13/2023,Wrong Item,289
105347,SO54765,9/14/2023,Defective,275
105348,SO51754,7/9/2023,Defective,331
105349,SO65077,12/3/2023,Unsatisfied,264
105350,SO60992,1/30/2023,Defective,264
105351,SO67451,5/10/2023,Defective,141
105352,SO62975,3/21/2023,Unsatisfied,197
105353,SO75264,10/5/2023,Size Mismatch,214
105354,SO62694,7/30/2023,Wrong Item,299
105355,SO76895,10/18/2023,Size Mismatch,67
105356,SO57353,5/16/2023,Wrong Item,487
105357,SO68158,8/22/2023,Unsatisfied,77
105358,SO53152,3/10/2023,Unsatisfied,205
105359,SO66479,6/28/2023,Defective,274
105360,SO54037,7/13/2023,Size Mismatch,114
105361,SO56533,3/12/2023,Unsatisfied,128
105362,SO64505,6/29/2023,Wrong Item,50
105363,SO72900,5/16/2023,Size Mismatch,370
105364,SO79121,5/15/2023,Defective,428
105365,SO59278,6/7/2023,Defective,328
105366,SO63344,3/5/2023,Defective,150
105367,SO71860,7/26/2023,Defective,70
105368,SO72108,11/22/2023,Size Mismatch,451
105369,SO79581,4/2/2023,Defective,476
105370,SO71708,2/28/2023,Unsatisfied,258
105371,SO57258,2/11/2023,Unsatisfied,172
105372,SO79899,4/14/2023,Size Mismatch,169
105373,SO55145,3/1/2023,Defective,233
105374,SO57598,6/18/2023,Defective,283
105375,SO68665,9/21/2023,Defective,248
105376,SO74268,3/15/2023,Wrong Item,365
105377,SO58887,5/29/2023,Unsatisfied,181
105378,SO68588,3/23/2023,Defective,452
105379,SO58731,6/18/2023,Defective,189
105380,SO62927,6/20/2023,Size Mismatch,165
105381,SO67170,11/11/2023,Wrong Item,251
105382,SO55046,5/25/2023,Defective,99
105383,SO76834,11/25/2023,Size Mismatch,482
105384,SO79998,4/10/2023,Defective,333
105385,SO53293,12/10/2023,Wrong Item,119
105386,SO65455,5/9/2023,Size Mismatch,37
105387,SO58651,11/8/2023,Defective,107
105388,SO50204,8/29/2023,Defective,44
105389,SO52719,12/31/2023,Unsatisfied,220
105390,SO74701,6/20/2023,Unsatisfied,491
105391,SO70343,3/23/2023,Wrong Item,237
105392,SO68981,3/23/2023,Defective,340
105393,SO61704,12/25/2023,Size Mismatch,259
105394,SO52192,10/26/2023,Size Mismatch,398
105395,SO74217,7/12/2023,Defective,36
105396,SO76849,3/23/2023,Wrong Item,141
105397,SO75680,4/21/2023,Size Mismatch,459
105398,SO63729,9/13/2023,Size Mismatch,402
105399,SO63251,5/27/2023,Size Mismatch,122
105400,SO67620,11/6/2023,Defective,444
105401,SO55347,12/19/2023,Unsatisfied,417
105402,SO67715,8/4/2023,Defective,499
105403,SO77110,9/15/2023,Unsatisfied,468
105404,SO51989,11/15/2023,Size Mismatch,238
105405,SO78767,11/5/2023,Defective,114
105406,SO59263,8/9/2023,Defective,149
105407,SO54526,6/12/2023,Wrong Item,174
105408,SO60139,4/7/2023,Defective,483
105409,SO52227,2/19/2023,Unsatisfied,444
105410,SO66943,5/13/2023,Defective,154
105411,SO76957,10/6/2023,Defective,364
105412,SO69634,12/2/2023,Defective,461
105413,SO71454,11/5/2023,Defective,210
105414,SO64476,5/18/2023,Unsatisfied,283
105415,SO73520,8/21/2023,Unsatisfied,288
105416,SO74721,5/9/2023,Unsatisfied,422
105417,SO53036,1/19/2023,Unsatisfied,444
105418,SO76338,5/11/2023,Defective,467
105419,SO75203,5/21/2023,Unsatisfied,232
105420,SO65601,8/9/2023,Unsatisfied,55
105421,SO65757,6/27/2023,Wrong Item,199
105422,SO68382,4/11/2023,Wrong Item,269
105423,SO73330,11/11/2023,Size Mismatch,279
105424,SO70860,4/26/2023,Defective,70
105425,SO75774,12/8/2023,Defective,433
105426,SO63695,12/17/2023,Unsatisfied,338
105427,SO68711,3/30/2023,Wrong Item,223
105428,SO79248,2/11/2023,Wrong Item,445
105429,SO50358,7/25/2023,Defective,487
105430,SO55438,12/4/2023,Defective,364
105431,SO62216,3/2/2023,Size Mismatch,144
105432,SO72391,4/4/2023,Defective,62
105433,SO70161,4/19/2023,Unsatisfied,476
105434,SO67655,6/1/2023,Unsatisfied,88
105435,SO53926,3/11/2023,Unsatisfied,197
105436,SO63330,7/13/2023,Defective,447
105437,SO61268,9/11/2023,Defective,285
105438,SO59847,6/20/2023,Wrong Item,318
105439,SO51132,4/29/2023,Defective,283
105440,SO56793,9/30/2023,Defective,415
105441,SO68493,9/11/2023,Defective,175
105442,SO57776,11/19/2023,Wrong Item,414
105443,SO54487,11/19/2023,Defective,245
105444,SO73581,10/26/2023,Wrong Item,323
105445,SO76941,8/4/2023,Defective,363
105446,SO56089,12/31/2023,Wrong Item,62
105447,SO69483,3/26/2023,Defective,494
105448,SO54890,12/23/2023,Defective,249
105449,SO52134,10/28/2023,Defective,59
105450,SO74393,4/9/2023,Defective,276
105451,SO61302,5/20/2023,Defective,66
105452,SO51323,4/7/2023,Wrong Item,418
105453,SO75530,6/9/2023,Wrong Item,500
105454,SO72984,7/23/2023,Unsatisfied,494
105455,SO67941,3/27/2023,Wrong Item,126
105456,SO51222,9/14/2023,Defective,249
105457,SO63023,12/1/2023,Defective,494
105458,SO79403,5/29/2023,Size Mismatch,284
105459,SO67159,6/10/2023,Defective,371
105460,SO61832,7/15/2023,Wrong Item,223
105461,SO64624,11/26/2023,Defective,371
105462,SO56426,10/7/2023,Size Mismatch,396
105463,SO71546,4/18/2023,Unsatisfied,407
105464,SO74114,2/21/2023,Defective,444
105465,SO71535,3/24/2023,Size Mismatch,226
105466,SO52075,7/20/2023,Wrong Item,355
105467,SO76123,2/5/2023,Size Mismatch,178
105468,SO50517,8/16/2023,Unsatisfied,373
105469,SO51177,3/19/2023,Defective,179
105470,SO66389,3/8/2023,Defective,449
105471,SO56745,12/15/2023,Unsatisfied,287
105472,SO78030,6/14/2023,Size Mismatch,456
105473,SO52069,7/17/2023,Unsatisfied,22
105474,SO63537,6/22/2023,Defective,188
105475,SO60792,11/19/2023,Defective,227
105476,SO60899,4/19/2023,Defective,218
105477,SO54914,11/11/2023,Unsatisfied,379
105478,SO51823,11/28/2023,Size Mismatch,390
105479,SO75923,9/4/2023,Unsatisfied,227
105480,SO61101,3/21/2023,Defective,57
105481,SO77289,8/6/2023,Defective,430
105482,SO54967,4/30/2023,Wrong Item,229
105483,SO60989,4/17/2023,Unsatisfied,322
105484,SO73890,6/12/2023,Defective,324
105485,SO79649,8/19/2023,Size Mismatch,338
105486,SO60126,8/25/2023,Size Mismatch,60
105487,SO57841,1/25/2023,Size Mismatch,492
105488,SO79154,8/15/2023,Size Mismatch,464
105489,SO57378,8/14/2023,Unsatisfied,145
105490,SO70956,11/24/2023,Defective,215
105491,SO62756,9/12/2023,Defective,297
105492,SO62919,2/11/2023,Unsatisfied,434
105493,SO75039,11/29/2023,Defective,136
105494,SO57058,3/8/2023,Size Mismatch,255
105495,SO52313,4/23/2023,Unsatisfied,69
105496,SO52930,9/23/2023,Size Mismatch,89
105497,SO72120,3/16/2023,Defective,400
105498,SO77195,2/16/2023,Unsatisfied,449
105499,SO67108,5/29/2023,Unsatisfied,497
105500,SO66781,5/29/2023,Size Mismatch,387
105501,SO63915,9/5/2023,Defective,350
105502,SO54148,8/1/2023,Defective,212
105503,SO73265,1/15/2023,Unsatisfied,151
105504,SO52818,2/23/2023,Size Mismatch,61
105505,SO75201,8/23/2023,Defective,484
105506,SO76168,12/3/2023,Unsatisfied,275
105507,SO55948,10/30/2023,Unsatisfied,282
105508,SO58307,12/9/2023,Wrong Item,56
105509,SO74473,3/16/2023,Unsatisfied,147
105510,SO71739,10/30/2023,Wrong Item,99
105511,SO78961,12/29/2023,Defective,444
105512,SO55126,9/30/2023,Defective,156
105513,SO77723,5/27/2023,Size Mismatch,499
105514,SO55116,7/6/2023,Size Mismatch,297
105515,SO54503,9/7/2023,Defective,480
105516,SO77591,7/15/2023,Size Mismatch,492
105517,SO73080,12/18/2023,Unsatisfied,275
105518,SO60500,4/8/2023,Wrong Item,246
105519,SO50466,10/17/2023,Wrong Item,200
105520,SO56503,1/18/2023,Defective,441
105521,SO71695,11/17/2023,Wrong Item,182
105522,SO62840,3/24/2023,Size Mismatch,419
105523,SO51477,2/21/2023,Unsatisfied,428
105524,SO51887,6/9/2023,Size Mismatch,389
105525,SO61488,5/8/2023,Wrong Item,378
105526,SO75450,4/25/2023,Size Mismatch,207
105527,SO52289,10/21/2023,Size Mismatch,65
105528,SO64809,5/1/2023,Defective,344
105529,SO57587,9/20/2023,Size Mismatch,141
105530,SO78877,4/21/2023,Size Mismatch,464
105531,SO53972,9/14/2023,Defective,92
105532,SO50554,12/7/2023,Unsatisfied,352
105533,SO79946,6/21/2023,Wrong Item,155
105534,SO60735,7/6/2023,Size Mismatch,226
105535,SO72509,1/31/2023,Unsatisfied,326
105536,SO52344,4/9/2023,Defective,254
105537,SO60754,12/11/2023,Size Mismatch,459
105538,SO66998,9/27/2023,Unsatisfied,472
105539,SO78688,4/29/2023,Defective,294
105540,SO74709,6/20/2023,Size Mismatch,390
105541,SO64586,6/19/2023,Unsatisfied,293
105542,SO78410,4/19/2023,Unsatisfied,478
105543,SO73383,4/6/2023,Wrong Item,322
105544,SO52273,6/19/2023,Wrong Item,217
105545,SO50389,11/25/2023,Unsatisfied,144
105546,SO51547,10/27/2023,Unsatisfied,439
105547,SO72295,1/10/2023,Defective,492
105548,SO61029,10/3/2023,Unsatisfied,32
105549,SO75913,8/23/2023,Wrong Item,490
105550,SO71627,8/29/2023,Defective,461
105551,SO60540,5/23/2023,Wrong Item,262
105552,SO54900,5/17/2023,Size Mismatch,79
105553,SO68668,5/24/2023,Defective,365
105554,SO50856,8/6/2023,Wrong Item,152
105555,SO74881,3/16/2023,Wrong Item,121
105556,SO53133,4/30/2023,Wrong Item,83
105557,SO78520,8/24/2023,Defective,240
105558,SO78857,3/31/2023,Size Mismatch,411
105559,SO66329,4/7/2023,Size Mismatch,163
105560,SO66657,1/10/2023,Wrong Item,139
105561,SO64581,10/12/2023,Wrong Item,373
105562,SO71587,9/28/2023,Wrong Item,473
105563,SO70308,12/15/2023,Unsatisfied,216
105564,SO52983,7/27/2023,Size Mismatch,278
105565,SO66550,9/7/2023,Defective,188
105566,SO77480,9/29/2023,Size Mismatch,214
105567,SO56223,2/5/2023,Defective,325
105568,SO51893,12/28/2023,Wrong Item,90
105569,SO62049,12/26/2023,Size Mismatch,482
105570,SO62710,2/16/2023,Wrong Item,220
105571,SO52426,4/10/2023,Size Mismatch,24
105572,SO73924,3/21/2023,Size Mismatch,61
105573,SO78089,7/26/2023,Wrong Item,388
105574,SO63710,11/20/2023,Unsatisfied,297
105575,SO54986,12/7/2023,Defective,141
105576,SO79308,11/10/2023,Unsatisfied,321
105577,SO71725,12/1/2023,Unsatisfied,55
105578,SO60321,4/12/2023,Wrong Item,251
105579,SO51051,12/8/2023,Size Mismatch,164
105580,SO74557,5/20/2023,Defective,349
105581,SO65781,7/23/2023,Defective,325
105582,SO59027,5/31/2023,Defective,259
105583,SO76392,12/30/2023,Defective,270
105584,SO57258,6/29/2023,Wrong Item,193
105585,SO65569,12/23/2023,Size Mismatch,314
105586,SO61229,11/20/2023,Size Mismatch,450
105587,SO59775,7/15/2023,Wrong Item,204
105588,SO61542,3/8/2023,Size Mismatch,172
105589,SO75580,8/3/2023,Unsatisfied,67
105590,SO54278,6/27/2023,Wrong Item,491
105591,SO53626,11/23/2023,Wrong Item,490
105592,SO77477,4/17/2023,Defective,355
105593,SO60950,4/5/2023,Unsatisfied,339
105594,SO68089,12/7/2023,Defective,344
105595,SO55284,6/29/2023,Unsatisfied,305
105596,SO59092,7/26/2023,Unsatisfied,318
105597,SO51688,7/24/2023,Size Mismatch,98
105598,SO78228,10/12/2023,Size Mismatch,400
105599,SO69838,4/18/2023,Wrong Item,43
105600,SO76747,3/9/2023,Size Mismatch,89
105601,SO56675,4/12/2023,Wrong Item,484
105602,SO77090,3/10/2023,Unsatisfied,290
105603,SO69721,6/23/2023,Defective,277
105604,SO67446,12/25/2023,Defective,222
105605,SO63874,12/24/2023,Defective,284
105606,SO54018,5/28/2023,Unsatisfied,228
105607,SO76072,8/25/2023,Wrong Item,186
105608,SO67037,7/25/2023,Wrong Item,196
105609,SO75102,11/19/2023,Defective,306
105610,SO77421,5/24/2023,Size Mismatch,450
105611,SO60763,9/5/2023,Defective,75
105612,SO61434,10/16/2023,Size Mismatch,416
105613,SO77451,5/24/2023,Defective,374
105614,SO51857,7/26/2023,Defective,438
105615,SO75474,3/15/2023,Unsatisfied,325
105616,SO66223,9/12/2023,Wrong Item,194
105617,SO60176,9/27/2023,Size Mismatch,241
105618,SO73878,4/25/2023,Wrong Item,135
105619,SO68440,12/21/2023,Defective,144
105620,SO77883,1/26/2023,Unsatisfied,74
105621,SO71521,12/30/2023,Wrong Item,408
105622,SO79923,6/20/2023,Size Mismatch,453
105623,SO73080,10/4/2023,Defective,469
105624,SO56880,4/29/2023,Size Mismatch,316
105625,SO77346,10/13/2023,Size Mismatch,117
105626,SO62544,2/14/2023,Wrong Item,340
105627,SO56754,6/3/2023,Size Mismatch,428
105628,SO61993,4/24/2023,Size Mismatch,51
105629,SO68999,12/20/2023,Size Mismatch,154
105630,SO75957,8/12/2023,Defective,128
105631,SO68979,4/14/2023,Wrong Item,455
105632,SO68574,6/17/2023,Defective,410
105633,SO79849,9/28/2023,Unsatisfied,367
105634,SO56494,12/28/2023,Unsatisfied,462
105635,SO63081,7/23/2023,Wrong Item,338
105636,SO52865,12/24/2023,Wrong Item,424
105637,SO77413,10/27/2023,Unsatisfied,132
105638,SO77804,12/24/2023,Unsatisfied,253
105639,SO64024,9/22/2023,Size Mismatch,268
105640,SO74200,1/22/2023,Defective,425
105641,SO63570,12/6/2023,Defective,108
105642,SO70384,8/10/2023,Wrong Item,127
105643,SO55579,6/8/2023,Defective,405
105644,SO60189,6/25/2023,Size Mismatch,34
105645,SO56883,7/10/2023,Defective,247
105646,SO63613,7/16/2023,Unsatisfied,255
105647,SO65534,8/24/2023,Unsatisfied,315
105648,SO70447,11/6/2023,Size Mismatch,157
105649,SO61522,8/30/2023,Size Mismatch,288
105650,SO58211,1/20/2023,Size Mismatch,77
105651,SO64722,4/26/2023,Defective,439
105652,SO79054,5/6/2023,Wrong Item,96
105653,SO58871,1/8/2023,Size Mismatch,133
105654,SO51133,2/22/2023,Size Mismatch,196
105655,SO66989,7/6/2023,Wrong Item,384
105656,SO53739,8/26/2023,Size Mismatch,178
105657,SO51489,9/25/2023,Size Mismatch,400
105658,SO70568,5/28/2023,Unsatisfied,62
105659,SO75893,7/5/2023,Size Mismatch,459
105660,SO57947,7/20/2023,Defective,410
105661,SO79116,10/27/2023,Size Mismatch,188
105662,SO56155,8/28/2023,Defective,211
105663,SO51055,11/13/2023,Unsatisfied,44
105664,SO76042,2/26/2023,Size Mismatch,164
105665,SO74950,12/26/2023,Defective,162
105666,SO69547,1/26/2023,Defective,188
105667,SO73856,10/22/2023,Unsatisfied,302
105668,SO72654,4/13/2023,Size Mismatch,240
105669,SO77939,10/23/2023,Unsatisfied,160
105670,SO75630,3/29/2023,Defective,325
105671,SO56646,1/22/2023,Unsatisfied,41
105672,SO72711,7/4/2023,Defective,237
105673,SO63529,2/23/2023,Wrong Item,102
105674,SO70329,6/8/2023,Size Mismatch,379
105675,SO59914,3/20/2023,Defective,349
105676,SO76601,5/12/2023,Wrong Item,50
105677,SO60730,10/7/2023,Size Mismatch,244
105678,SO72807,5/27/2023,Unsatisfied,153
105679,SO70140,4/2/2023,Size Mismatch,289
105680,SO65706,7/27/2023,Defective,125
